name,url,start_time,start_date,end_time,end_date,duration,venue_name,venue_address,longitude,latitude,summary,is_online_event,tickets_url,tags,event_id,data_source,image,age_range,min_age,max_age
Cuánto Cuento!  (de 0 a 6 años) Especial Día de la Madre,https://www.eventbrite.es/e/entradas-cuanto-cuento-de-0-a-6-anos-especial-dia-de-la-madre-1341745399609,11:30,2025-05-04,12:00,2025-05-04,0:30:00,Vualá - Librería juvenil y infantil,"17 Calle de Santa Feliciana Calle Santa Feliciana 17, 28010 Madrid, España, 28010 Madrid",-3.698552499999999,40.4335425,"Ven y disfruta de una mañana llena de historias, risas y diversión con nuestros cuenta cuentos más especiales.",False,https://www.eventbrite.com/checkout-external?eid=1341745399609,"['Niños y jóvenes', 'Familia y educación', 'Concierto o actuación', 'Niños', 'Niños', 'Evento', 'Narración de cuentos', 'Familia', 'Evento', 'Madrid', 'Cuentos', 'Cuentacuentos', 'Libreria']",1341745399609,eventbrite,,0-6,0.0,6.0
Club Futuros Podcasters - Taller de podcast para niños de 6 a 12 años,https://www.eventbrite.es/e/entradas-club-futuros-podcasters-taller-de-podcast-para-ninos-de-6-a-12-anos-1297237354849,17:30,2025-05-08,18:30,2025-05-08,1:00:00,"C. de Ramón y Cajal, 4","4 Calle de Ramón y Cajal, 28801 Alcalá de Henares",-3.3655154,40.4825418,Talleres de podcast mensuales para niños. Nos reunimos el primer jueves de cada mes. Ven a probar un taller o apúntate a todos hasta julio.,False,https://www.eventbrite.com/checkout-external?eid=1297237354849,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller', 'Radio', 'Audio', 'Taller', 'Podcast', 'Educacion', 'Comunicación', 'Curso', 'Ocio', 'Locutores', 'Microfono']",1297237354849,eventbrite,,6-12,6.0,12.0
Taller FAMILIAR de Lettering  ¡DIBUJAMOS EL ABECEDARIO!,https://www.eventbrite.es/e/taller-familiar-de-lettering-dibujamos-el-abecedario-tickets-1312720154319,10:00,2025-05-10,12:00,2025-05-10,2:00:00,Tienda Cuadernos RUBIO,"9 Carrer de Sorní #bajo derecha, 46004 València",-0.36843229999999494,39.4703195,"Ven y aprende a dibujar letras de forma creativa en familia en nuestro taller de lettering, ¡te esperamos en la tienda RUBIO!",False,https://www.eventbrite.com/checkout-external?eid=1312720154319,"['Crianza', 'Familia y educación', 'Clase, formación o taller', 'Taller', 'Lettering', 'Familiar', 'abecedario', 'dibujamos']",1312720154319,eventbrite,,,,
La Colmena. Taller de juego y movimiento libre (bebés que se desplazan),https://www.eventbrite.es/e/entradas-la-colmena-taller-de-juego-y-movimiento-libre-bebes-que-se-desplazan-1331008174279,11:30,2025-05-07,12:30,2025-05-07,1:00:00,Vualá - Librería juvenil y infantil,"17 Calle de Santa Feliciana Calle Santa Feliciana 17, 28010 Madrid, España, 28010 Madrid",-3.698552499999999,40.4335425,"Un espacio abierto para que a través del juego y movimiento libre, las familias puedan acompañar el desarrollo de sus hijxs.",False,https://www.eventbrite.com/checkout-external?eid=1331008174279,"['Bebé', 'Familia y educación', 'Clase, formación o taller', 'Taller', 'Juego', 'Lectura', 'Crianza', 'Movimiento', 'Estimulacion', 'Grupo de bebés', 'colmena']",1331008174279,eventbrite,,,,
Arte Floral  con Mamá,https://www.eventbrite.es/e/entradas-arte-floral-con-mama-1333760396249,17:00,2025-05-10,20:00,2025-05-10,3:00:00,Hotel A Quinta Da Auga Relais & Châteaux,"23B Paseo da Amaia, 15706 Santiago de Compostela",-8.5825816,42.87032960000001,¡Ven a disfrutar de una tarde especial con mamá creando juntos un hermoso arreglo con flores de temporada! Un recuerdo único para compartir.,False,https://www.eventbrite.com/checkout-external?eid=1333760396249,"['Crianza', 'Familia y educación', 'Floral', 'Arte', 'Mama', 'Evento', 'Silvestre']",1333760396249,eventbrite,,,,
Taller musical en familia 11 DE MAYO,https://www.eventbrite.es/e/entradas-taller-musical-en-familia-11-de-mayo-1343810616729,11:00,2025-05-11,11:45,2025-05-11,0:45:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Música tradicional,False,https://www.eventbrite.com/checkout-external?eid=1343810616729,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1343810616729,eventbrite,,,,
Contando bajo la lluvia,https://www.eventbrite.es/e/entradas-contando-bajo-la-lluvia-1319844242659,11:00,2025-05-24,11:20,2025-05-24,0:20:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Ciclo Algarabía,False,https://www.eventbrite.com/checkout-external?eid=1319844242659,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1319844242659,eventbrite,,,,
Cuánto Cuento!  (de 3 a 6 años),https://www.eventbrite.es/e/entradas-cuanto-cuento-de-3-a-6-anos-1341769381339,11:30,2025-05-10,12:00,2025-05-10,0:30:00,Vualá - Librería juvenil y infantil,"17 Calle de Santa Feliciana Calle Santa Feliciana 17, 28010 Madrid, España, 28010 Madrid",-3.698552499999999,40.4335425,¡Te esperamos en nuestros cuentos dramatizados!,False,https://www.eventbrite.com/checkout-external?eid=1341769381339,"['Niños y jóvenes', 'Familia y educación', 'Concierto o actuación', 'Niños', 'Evento', 'Narración de cuentos', 'Familia', 'Evento', 'Madrid', 'Narrador', 'Cuentos', 'Cuentacuentos', 'Niños y familias']",1341769381339,eventbrite,,3-6,3.0,6.0
Jugar el arte en familia 3 DE MAYO,https://www.eventbrite.es/e/entradas-jugar-el-arte-en-familia-3-de-mayo-1302039748939,16:30,2025-05-03,17:30,2025-05-03,1:00:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Explorando y creando juntos,False,https://www.eventbrite.com/checkout-external?eid=1302039748939,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1302039748939,eventbrite,,,,
Investigactiva. Especial Energía y movimiento 18 DE MAYO,https://www.eventbrite.es/e/investigactiva-especial-energia-y-movimiento-18-de-mayo-tickets-1302072707519,11:30,2025-05-18,12:25,2025-05-18,0:55:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Espacio de experimentación científica para niñas y niños de 2 a 8 años,False,https://www.eventbrite.com/checkout-external?eid=1302072707519,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller', 'Conferencias', 'Evento', 'Actividades', 'Octubre', 'investigactiva']",1302072707519,eventbrite,,2-8,2.0,8.0
Investigactiva. Especial Energía y movimiento 1 DE JUNIO,https://www.eventbrite.es/e/investigactiva-especial-energia-y-movimiento-1-de-junio-tickets-1302079507859,11:30,2025-06-01,12:25,2025-06-01,0:55:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Espacio de experimentación científica para niñas y niños de 2 a 8 años,False,https://www.eventbrite.com/checkout-external?eid=1302079507859,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller', 'Conferencias', 'Evento', 'Actividades', 'Octubre', 'investigactiva']",1302079507859,eventbrite,,2-8,2.0,8.0
Certe Mathurin | Affaires de Famille | 23.05.25 | BARCELONE,https://www.eventbrite.fr/e/certe-mathurin-affaires-de-famille-230525-barcelone-tickets-1058095154089,20:00,2025-05-23,21:15,2025-05-23,1:15:00,Tinta Roja Bar - Teatro,"17 Carrer de la Creu dels Molers, 08004 Barcelona",2.1620202,41.37420279999999,LE NOUVEAU SPECTACLE DE CERTE MATHURIN,False,https://www.eventbrite.com/checkout-external?eid=1058095154089,"['Crianza', 'Familia y educación', 'Concierto o actuación', 'Familia', 'Monólogo', 'Evento', 'Humor', 'Barcelona', 'Comedia en Barcelona', 'barcelona_comedy', 'mathurin', 'certe_mathurin', 'affaires_de_famille']",1058095154089,eventbrite,,,,
"Me Mimo Gestando, edición: ""Un nido consciente""",https://www.eventbrite.es/e/me-mimo-gestando-edicion-un-nido-consciente-tickets-1237774269159,10:00,2025-05-24,14:00,2025-05-24,4:00:00,ESPAI NERAIDA,"7 Camí del Transformador #B local A, 08394 Sant Vicenç de Montalt",2.5094416,41.5760939,"Solo con consciencia podremos abrirnos a la vida y cuidarla desde la salud y bienestar, favoreciendo el desplegar de toda la potencialidad.",False,https://www.eventbrite.com/checkout-external?eid=1237774269159,"['Crianza', 'Familia y educación', 'Conferencia', 'Consciência', 'Evento', 'Maternidad', 'me_mimo_gestando', 'un_nido_consciente']",1237774269159,eventbrite,,,,
Bichos y bichejos,https://www.eventbrite.es/e/entradas-bichos-y-bichejos-1319849538499,11:00,2025-05-25,11:20,2025-05-25,0:20:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Ciclo Algarabía,False,https://www.eventbrite.com/checkout-external?eid=1319849538499,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1319849538499,eventbrite,,,,
Jugar el arte en familia 14 DE JUNIO,https://www.eventbrite.es/e/entradas-jugar-el-arte-en-familia-14-de-junio-1302045877269,16:30,2025-06-14,17:30,2025-06-14,1:00:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Explorando y creando juntos,False,https://www.eventbrite.com/checkout-external?eid=1302045877269,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1302045877269,eventbrite,,,,
La Colmena D (domingo),https://www.eventbrite.es/e/entradas-la-colmena-d-domingo-1331014533299,11:30,2025-05-25,12:30,2025-05-25,1:00:00,Vualá - Librería juvenil y infantil,"17 Calle de Santa Feliciana Calle Santa Feliciana 17, 28010 Madrid, España, 28010 Madrid",-3.698552499999999,40.4335425,La Colmena de Vualá ahora también el fin de semana! Un encuentro mensual para familias con peques que ya se desplazan.,False,https://www.eventbrite.com/checkout-external?eid=1331014533299,"['Bebé', 'Familia y educación', 'Clase, formación o taller', 'Familia', 'Comunidad', 'Bebé', 'Evento', 'Reunión', 'Montessori', 'Librería', 'Juegos', 'Taller familiar', 'eventos_infantiles']",1331014533299,eventbrite,,,,
Taller musical en familia 8 DE JUNIO,https://www.eventbrite.es/e/entradas-taller-musical-en-familia-8-de-junio-1343812271679,11:00,2025-06-08,11:45,2025-06-08,0:45:00,Casa del Lector,"14 Paseo de la Chopera, 28045 Madrid",-3.6984427,40.3926635,Música tradicional,False,https://www.eventbrite.com/checkout-external?eid=1343812271679,"['Niños y jóvenes', 'Familia y educación', 'Clase, formación o taller']",1343812271679,eventbrite,,,,
ÉRASE UNA VEZ UN PATO_Teatro la proa_(MENUTSBARRIS).,https://www.eventbrite.es/e/entradas-erase-una-vez-un-pato-teatro-la-proa-menutsbarris-1277765845039,18:30,2025-05-09,19:30,2025-05-09,1:00:00,Centro Social Comunitario FELICIDAD SANCHEZ,"Avda, Alcalde Lorenzo Carbonell  58, 03011 Alicante (Alacant)",-0.5144596,38.3390648,Parábola titiritera que enfrenta al egoísmo y la superficialidad_Títeres,False,https://www.eventbrite.com/checkout-external?eid=1277765845039,"['Niños y jóvenes', 'Familia y educación', 'Concierto o actuación', 'Teatro', 'Niños', 'Alicante']",1277765845039,eventbrite,,,,
BAJO EL AGUA_Tolon tell on  (MENUTSBARRIS)  Teatro.,https://www.eventbrite.es/e/entradas-bajo-el-agua-tolon-tell-on-menutsbarris-teatro-1248213001689,18:30,2025-05-03,19:30,2025-05-03,1:00:00,Centro Social Gastón Castelló,"1 Avenida del Pino Santo, 03011 Alicante (Alacant)",-0.4874181,38.3707623,Obra de teatro sobre el cuidado del mar. +3 años.,False,https://www.eventbrite.com/checkout-external?eid=1248213001689,"['Niños y jóvenes', 'Familia y educación', 'Concierto o actuación', 'Teatro', 'Gratis', 'Alicante']",1248213001689,eventbrite,,+3,3.0,14.0
EL REMENDÓN DE LA MUERTE  (MENUTSBARRIS) Títelles (+ 6 años).,https://www.eventbrite.es/e/entradas-el-remendon-de-la-muerte-menutsbarris-titelles-6-anos-1279173094159,18:30,2025-05-09,19:30,2025-05-09,1:00:00,Centro Social Gastón Castelló,"1 Avenida del Pino Santo, 03011 Alicante (Alacant)",-0.4874181,38.3707623,El agua de la vida sirve para curar cualquier enfermedad.,False,https://www.eventbrite.com/checkout-external?eid=1279173094159,"['Niños y jóvenes', 'Familia y educación', 'Concierto o actuación', 'Teatro', 'Gratis', 'Alicante']",1279173094159,eventbrite,,6,6.0,6.0
3º Festival de Artes Escénicas para la primera infancia. Espuma de mar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a084e7802e416910VgnVCM2000001f4a900aRCRD,,2025-05-18,,2025-05-18,,Centro Cultural Sanchinarro (Hortaleza),CALLE PRINCESA DE EBOLI 29,-3.6553467891079854,40.49042200599307,"Compañía Titirisolfa. Edad recomendada: de 0 meses a 5 años. Dos sesiones: 11 y 12:30 horas. Entrada: 8 euros niño y 8 euros adulto. (Niño y adulto tiene que disponer de entrada). Aforo: 40 niños, 40 acompañantes, que subirán al escenario. El resto de acompañantes deberán visionar el espectáculo desde el patio de butacas con entrada de patio de butacas. Duración: 50 minutos. ¿Te imaginas que un día te despiertas y ha crecido una playa en el teatro? Una playa, una bañista, unmarinero y una red de pesca. ¿Qué nos traerá la marea, envuelto en la espuma de mar? Tesoros y canciones para jugar. En una playa, que bien podría haber sido pintada en un cuadro de Seurat, dos artistas nos sumergen en un chapuzón musical. Este espectáculo forma parte de la programación del 3º Festival de artes escénicas para la primera infancia Pies Inquietos.  https://piesinquietosfest.com",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=a084e7802e416910VgnVCM2000001f4a900aRCRD,"['Niños,Familias']",12749968,ayuntamiento madrid,,5,5.0,5.0
A la mar salada,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=366f468e9b336910VgnVCM1000001d4a900aRCRD,18:00,2025-05-09,,2025-05-09,,Biblioteca Pública Municipal Ciudad Lineal (Ciudad Lineal),CALLE HERMANOS GARCIA NOBLEJAS 14,-3.6372924261150033,40.43644651057092,"Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.  Este cuento está pensado para niñas y niños  a partir de 2 años. Recuerda que las niñas y niños deberán ir acompañados por una persona adulta. Para asistir es  necesario realizar inscripción previa a través de este enlace .  Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Margalida Alberti.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=366f468e9b336910VgnVCM1000001d4a900aRCRD,['Niños'],12753990,ayuntamiento madrid,,+2,2.0,14.0
A taste of the moon,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c4e528353436910VgnVCM2000001f4a900aRCRD,18:00,2025-05-07,,2025-05-07,,Biblioteca Pública Municipal José Hierro (San Blas-Canillejas),CALLE MARIA SEVILLA DIAGO 15,-3.6105662311927453,40.433291625973624,"Vamos a leer en inglés y a divertirnos en la biblioteca. Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.      Este cuento está pensado para niñas y niños a partir de 2 años. La entrada es libre hasta completar aforo. Recuerda que los niños y niñas deberán ir acompañados por una persona adulta.   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Mamen Storyteller.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2c4e528353436910VgnVCM2000001f4a900aRCRD,['Niños'],12754394,ayuntamiento madrid,,+2,2.0,14.0
A taste of the moon,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD,17:30,2025-05-29,,2025-05-29,,Biblioteca Pública Municipal Manuel Vázquez Montalbán (Tetuán),CALLE FRANCOS RODRIGUEZ 67,-3.710539712535917,40.45749513485957,"Vamos a leer en inglés y a divertirnos en la biblioteca. Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.    Este cuento está pensado para niñas y niños a partir de 2 años. La entrada es libre hasta completar aforo. Recuerda que los niños y niñas deberán ir acompañados por una persona adulta.   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Mamen Storyteller.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7911528353436910VgnVCM2000001f4a900aRCRD,['Niños'],12754422,ayuntamiento madrid,,+2,2.0,14.0
A taste of the moon,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edd0528353436910VgnVCM2000001f4a900aRCRD,17:30,2025-05-22,,2025-05-22,,Biblioteca Pública Municipal Pablo Neruda (Ciudad Lineal),CALLE ASCAO 4,-3.6416899839787695,40.42941133441142,"Vamos a leer en inglés y a divertirnos en la biblioteca. Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.    Este cuento está pensado para niñas y niños a partir de 2 años. Para asistir es necesaria la inscripción a través de este  enlace .   La biblioteca se pondrá en contacto contigo para confirmar tu asistencia. Recuerda que los niños y niñas deberán ir acompañados por una persona adulta.   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Mamen Storyteller.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=edd0528353436910VgnVCM2000001f4a900aRCRD,['Niños'],12754420,ayuntamiento madrid,,+2,2.0,14.0
A taste of the moon,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=baceaa4735436910VgnVCM1000001d4a900aRCRD,18:00,2025-05-08,,2025-05-08,,Biblioteca Pública Municipal Vicálvaro,CALLE VILLARDONDIEGO 36,-3.6086278232922804,40.405283650744316,"Vamos a leer en inglés y a divertirnos en la biblioteca. Duendes, tesoros, aventuras, misterios... Las bibliotecas están llenas de historias que cuenteros y cuenteras nos acercan a través de su creatividad y su magia.    Este cuento está pensado para niñas y niños a partir de 2 años. Para asistir es necesaria la inscripción a través de este  enlace .   La biblioteca se pondrá en contacto contigo para confirmar tu asistencia. Recuerda que los niños y niñas deberán ir acompañados por una persona adulta.   Te esperamos en la biblioteca para pasar un buen rato lleno de fantasía, de la mano de Mamen Storyteller.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=baceaa4735436910VgnVCM1000001d4a900aRCRD,['Niños'],12754392,ayuntamiento madrid,,+2,2.0,14.0
Acercándonos al circo: taller iniciación al circo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33fde091cb66910VgnVCM1000001d4a900aRCRD,18:00,2025-05-23,,2025-05-23,,Centro Sociocultural Blasco Ibáñez (Carabanchel),CALLE SOLDADO JOSE MARIA REY 44,-3.7327634025142253,40.39496102590205,¡Diviértete aprendiendo mientras descubres todo lo que eres capaz de hacer!Probarás las técnicas que hacen del circo el mayor espectáculo del mundo de la mano de la profesora de la compañía La Tortuga Veloz.  Edad recomendada: A partir de 4 años.  Duración: 90 minutos.  Plazas: 20 personas.  Para participar en las actividades hay que reservar plaza en el telf.: 914 280 554 o presencialmente en el centro cultural.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e33fde091cb66910VgnVCM1000001d4a900aRCRD,"['Niños,Familias']",12761381,ayuntamiento madrid,,+4,4.0,14.0
Actividades infantiles de San Isidro,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d53c4e4bcdb76910VgnVCM1000001d4a900aRCRD,17:30,2025-05-15,,2025-05-15,,Auditorio de la Plaza de Chamberí - Templete,,-3.6970484720506938,40.43277092586933,TALLER DE CHOTIS Enseñaremos a los niños que participen a bailar el chotis.   TALLER INFANTIL DE DIBUJO DE TRAJES TÍPICOS MADRILEÑOS Dirigido a los más pequeños de la casa.   DESFILE DE LOS PEQUEÑOS QUE VENGAN DISFRAZADOS PARA ELEGIR AL CHULAPÍN Y CHULAPINA MÁS GRACIOSO Elegiremos al niño y a la niña que mejor venga disfrazado con el traje de chulapín y chulapina para acabar con un baile popular para toda la familia.,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d53c4e4bcdb76910VgnVCM1000001d4a900aRCRD,['Niños'],12763316,ayuntamiento madrid,,,,
Actividades por el día 2 de mayo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b55ced21c666910VgnVCM2000001f4a900aRCRD,17:30,2025-05-02,,2025-05-02,,Auditorio Municipal al aire libre Lola Camarena,AVENIDA LA GAVIA 13,-3.6101291550314283,40.37447621683769,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=1b55ced21c666910VgnVCM2000001f4a900aRCRD,['Niños'],12760255,ayuntamiento madrid,,,,
Al abordaje piratas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD,12:00,2025-05-17,,2025-05-17,,,,,,"Compañía: El gallinero de Micaela.  Edad Recomendada: De 3 a 8 años  Duración: 60 minutos  Sinopsis: Cuentacuentos teatralizado donde nos adentraremos en la vida de los piratas, de cómo son o cómo viven. Con la pirata Candela y el pirata Malapata viviremos historias llenas de momentos increíbles, en donde conoceremos todos sus miedos y sus sueños. ¡Una aventura para auténticos piratas!",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=da256267aec56910VgnVCM1000001d4a900aRCRD,['Niños'],12758001,ayuntamiento madrid,,3-8,3.0,8.0
Amable-mente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865399bedb66910VgnVCM1000001d4a900aRCRD,19:00,2025-05-16,,2025-05-16,,Centro Cultural Antonio Machado (San Blas - Canillejas),CALLE SAN ROMAN DEL VALLE 8,-3.621730741880216,40.420280457570335,"Coro Femenino Arsys    Recomendada para todos los públicos  El Coro femenino 'Arsys' sorprende al público de todas las edades con un nuevo programa de concierto en el que repasa algunas de las obras más significativas del repertorio para voces iguales desde el siglo XVI hasta el siglo XIX. Desde cantos espirituales italianos anónimos, pasando por motetes de polifonistas europeos y llegando a compositores tales como Schumann, Brahms o Gounod el concierto se desarrolla en un intenso crescendo artístico que lleva al auditorio a conmoverse y disfrutar de la belleza del canto femenino. Dirigido por Francesco Ercolani- director, compositor y productor- han realizado numerosos conciertos desde el año de su formación.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b865399bedb66910VgnVCM1000001d4a900aRCRD,['Familias'],12761550,ayuntamiento madrid,,,,
Aprendiendo a mirar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6f753d40c66910VgnVCM1000001d4a900aRCRD,,2025-05-05,,2025-05-28,,Centro Cultural Antonio Machado (San Blas - Canillejas),CALLE SAN ROMAN DEL VALLE 8,-3.621730741880216,40.420280457570335,"6ª exposición de pinturas y dibujos. Trabajos fin de curso 2025. Academia Delta  6ª EDICION de la EXPOSICION 'TRABAJOS FIN DE CURSO' de los alumnos la academia Delta de dibujo y pintura del distrito. Niños, jóvenes y adultos que muestran su progresión en el dominio del dibujo y la aplicación del color en diversas técnicas y soportes, afianzando su creatividad y desarrollo personal",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cd6f753d40c66910VgnVCM1000001d4a900aRCRD,['Familias'],12761605,ayuntamiento madrid,,,,
Asalto a la lectura. Animales grandes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=820e5f0dcc336910VgnVCM2000001f4a900aRCRD,11:00,2025-05-10,,2025-05-10,,Centro Cultural Clara del Rey - Museo ABC (Centro),CALLE AMANIEL 29,-3.7095381101739444,40.42741340671151,,,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=820e5f0dcc336910VgnVCM2000001f4a900aRCRD,"['Niños,Familias']",12754042,ayuntamiento madrid,,,,
Aventuras de piratas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c9744afff756910VgnVCM2000001f4a900aRCRD,12:00,2025-05-11,,2025-05-11,,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),AVENIDA SEPTIMA 11,-3.598099871155595,40.44844757572015,"Compañía: Producciones Garrote   Edad recomendada a partir de 3 años  Bocachancla, una pirata audaz, capitana de la Jeta Rosa y con gran dominio de su sable, ha sido convocada en la Isla Rey Pirata por la Corte de la Hermandad. A su llegada, se encuentra con el gracioso Ojiloco, pirata intrépido, capitán del Iris Escarlata y con gran dominio de magia de fuego. Al parecer él también ha sido convocado por la Corte de la Hermandad. Ambos, junto a sus inseparables mascotas y ayudantes marineros, Moto Moto y Coco, desconocen por qué han sido llamados y cuál es la misión que les espera",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c9744afff756910VgnVCM2000001f4a900aRCRD,['Niños'],12757237,ayuntamiento madrid,,+3,3.0,14.0
"Babe, el Cerdito valiente",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8ae826e66266910VgnVCM1000001d4a900aRCRD,12:00,2025-05-17,,2025-05-17,,Centro Sociocultural Tetuán,CALLE BRAVO MURILLO 251,-3.7002532146213043,40.45907909580629,"(1995 - Chris Noonan). En la granja Hogget vive toda clase de animales. Cada uno se ocupa de un trabajo que trata de hacer lo mejor posible, porque sabe cuál es su sitio. A la granja llega Babe, un cerdito que el granjero ha ganado en un concurso y que intuye que es muy especial. Decide entonces enseñarle el oficio de perro pastor; así es cómo Babe evita ser destinado a la cena de Navidad. Duración: 91 minutos. Edad recomendada: todos los públicos.",,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f8ae826e66266910VgnVCM1000001d4a900aRCRD,['Niños'],12759210,ayuntamiento madrid,,,,
